nft_name,total_supply,total_volume,owners,contract_address
Apostles: Genesis,7336,3494.25477160213,2375,0xe70da20a2b10d60ca620a4e494fe2b37c9499e97
The Walking Dead Official,5000,3440.66306822741,2488,0xabf66ca534f8a5081303e3873f0f4771c67b7b45
MPL Official,10000,3412.73230974302,2451,0x139732c3f717071843f90977d93400393bdf9664
Gutter Clones,17970,3409.43185437565,6175,0x41f20599e9e049004c4d169046eb7023117a6244
The Seekers,47895,3391.95621489012,6310,0xaaf03a65cbd8f01b512cd8d530a675b3963de255
DuskBreakers,10001,3340.34465585497,2878,0x0beed7099af7514ccedf642cfea435731176fb02
"CPG Pop: by ""Crypto Packaged"" GOODS",2777,3339.84458689033,2163,0x7eaa96d48380802a75ed6d74b91e2b30c3d474c1
illogics,8888,3335.09125346203,776,0x8ee5dd62a654a60f6f17a99d544102f37b58da26
Timeless Characters,9421,3317.823664294155,2969,0x704bf12276f5c4bc9349d0e119027ead839b081b
Meta Legends,12347,3305.49223407805,4649,0xf9c362cdd6eeba080dd87845e88512aa0a18c615
Crypto Citizens,2946,3227.82148444931,2136,0xbdde08bd57e5c9fd563ee7ac61618cb2ecdc0ce0
SNEAKER HEADS Official,5000,3217.77519164306,2699,0x8dc7b6ec6fafa36085ee9ec8e39112428d3360aa
Quantum Key,1068,3176.80491699549,885,0x9705a7113363a383c8a96689e20286abe6612bb3
Party Penguins,9999,3134.51089055141,3950,0x31f3bba9b71cb1d5e96cd62f0ba3958c034b55e9
LonelyPop,10000,3134.07807892776,4256,0x0ee80069c9b4993882fe0b3fc256260eff385982
Factura by Mathias Isaksen,999,3082.3820263547,532,0x27787755137863bb7f2387ed34942543c9f24efe
The Squishiverse NFT,8888,3046.638307906,671,0x67421c8622f8e38fe9868b4636b8dc855347d570
Letters by Vinnie Hager,1000,3040.54570882011,817,0x614917f589593189ac27ac8b81064cbe450c35e3
Feline Fiendz NFT,7777,3029.71608080675,3644,0xacfa101ece167f1894150e090d9471aee2dd3041
ASM AIFA All-Stars,36600,3015.18614709452,3513,0x96be46c50e882dbd373081d08e0cde2b055adf6c
Regulars,10000,3007.70331145293,2532,0x6d0de90cdc47047982238fcf69944555d27ecb25
The GFT Shoppe: Atari 50th Anniversary Commemorative Collection,10000,2994.025261010211,4239,0x589b89164ce781475df59db280b42b13a640100d
Dysto Apez Official,4444,2991.4387525343514,1151,0x648e8428e0104ec7d08667866a3568a72fe3898f
0xmons,341,2984.9479771431584,220,0x0427743df720801825a5c82e0582b1e915e0f750
Genuine Undead,9999,2970.49621512576,2449,0x209e639a0ec166ac7a1a4ba41968fa967db30221
The Weirdo Ghost Gang,5556,2963.20090601597,2501,0x9401518f4ebba857baa879d9f76e1cc8b31ed197
Knights of Degen,8875,2890.240961863473,2793,0xe3f92992bb4f0f0d173623a52b2922d65172601d
Mutant Shiba Club | MSC,10000,2871.2936899785773,4578,0xca95777971c7c438eecbd8bfc23249fbee99e716
Tigerbob NFT Genesis Collection,1000,2731.60243686092,667,0xd497a414bb00803e846b53d07fcb742831b24906
lobsterdao,3537,2705.845751069661,1864,0x026224a2940bfe258d0dbe947919b62fe321f042
MEV Army,9999,2701.5575365085115,3704,0x99cd66b3d67cd65fbafbd2fd49915002d4a2e0f2
The MV3 Universe,6501,2685.84355380291,2517,0x2a48420d75777af4c99970c0ed3c25effd1c08be
Playboy Rabbitars Official,11953,2667.30545015765,5242,0x65c234d041f9ef96e2f126263727dfa582206d82
Cosmodinos Omega,8888,2627.7882358162346,4187,0x2c4929295042cb95ab1900d323d634ee8def3c7a
Monaco Planet Yacht,9999,2518.2841885786747,4698,0x21bf3da0cf0f28da27169239102e26d3d46956e5
Mirror Pass Genesis,5555,2518.11124692426,1278,0xb08a61d96108136439180ad3f3e340a24e448f6b
Tales Of Tsuki Genesis,10000,2499.040154070909,5303,0x33a237b384b7065c815f7c745d73a0acf140449c
SuperCreators by IAC,2222,2466.3892772789022,836,0x9c8d2f53f6bff84458f1c84fdaa1e4852ca958e3
Chill Frogs NFT,6000,2450.909028885691,2404,0xa3b7cee4e082183e69a03fc03476f28b12c545a7
Mind the Gap by MountVitruvius,999,2418.50680388038,563,0x0e42ffbac75bcc30cd0015f8aaa608539ba35fbb
Cosmic Cats Official,8888,2399.42591619406,3620,0xc657c2a3bd558716b3f6b843ef09c0fc628e4977
META KONGZ OFFICIAL,9705,2390.56957631869,2789,0x46fdfcb3cd89a1c54d36ee83a4adc184747b40d9
Quirklings,10000,2390.27936620714,3722,0xda60730e1feaa7d8321f62ffb069edd869e57d02
CryptoSimeji Official,10000,2380.6260707618,4225,0xcca8050215e585e2a223c6ea9d1d1f9b30beaf3e
Ash Chapter Two: Metamorphosis,7480,2369.62787101886,2259,0x4d232cd85294acd53ec03f4a57f57888c9ea1946
Villagers of XOLO,14333,2345.4555780472483,4779,0x0000000005756b5a03e751bd0280e3a55bc05b6e
Lacoste UNDW3: Genesis Pass,11212,2317.54501916928,7424,0xcd041f40d497038e2da65988b7d7e2c0d9244619
froyo kittens,10000,2313.7721300445,3182,0x22d4c35a4f2b229a928b1b569b2f60225976426a
Deadfrenz Collection,11009,2273.30741958431,6389,0x920a8d9e9f0defd6f86e4388a5503b04cac83b57
Ninja Squad Official,8888,2270.05390622348,3262,0x8c186802b1992f7650ac865d4ca94d55ff3c0d17
Alien Frens Evolution,11835,2252.21885288315,6581,0x47a00fc8590c11be4c419d9ae50dec267b6e24ee
Kaiju Mutants NFT,3696,2241.55641595237,2002,0x83f82414b5065bb9a85e330c67b4a10f798f4ed2
Bored & Dangerous,14572,2230.04357130114,3660,0xba627f3d081cc97ac0edc40591eda7053ac63532
Angry Ape Army Evolution Collection,7800,2227.2458790553246,2078,0x74f1716a9f452dd36d945368d806cd491290b240
EtherOrcs Allies,9000,2224.1780497890395,163,0x62674b8ace7d939bb07bea6d32c55b74650e0eaa
Champions Ascension,7622,2207.27280070028,2160,0x13d15d8b7b2bf48cbaf144c5c50e67b6b635b5cd
Sneaky's Internet Friends Genesis Pass,2000,2189.17084472653,963,0x1d0ec4a86ac39fef4485169b4d14dc39d0ea64cd
Blvck Genesis,9998,2169.59374324997,5321,0x83b070e842adba2397113c4bca70c00d7df00729
Meta Bounty Hunters,8888,2160.12833821341,3526,0xfc2068c3d47b575a60f6a4a7bf60dea0ac368e01
Crypto Pills by Micha Klein,10000,2160.069421074982,2236,0x7dd04448c6cd405345d03529bff9749fd89f8f4f
Nostalgia KEYs,2723,2148.77886278212,1882,0xe0c3707acb7ce96345ef4eaebf4029c0138ca685
You by BFF,10000,2145.73932130257,5660,0x3e6046b4d127179f0a421f3148b43cf52c08fc41
Tykes,4485,2145.195725049,944,0x0e32cee0445413e118b14d02e0409303d338487a
Valeria Games Genesis Land,10000,2128.8083763262,2844,0x4ad3785ec7eed7589fa86538244a4530f962434f
Hedgies,2956,2114.83577920824,1790,0xf0d2d631a24db247f5eb0421fa3e6a169c72565f
Ape Reunion,10000,2111.84570798901,2785,0x47f3a38990ca12e39255e959f7d97fbe5906afd4
Zunkz,10000,2096.813796836552,3479,0x031920cc2d9f5c10b444fd44009cd64f829e7be2
Evaverse,10000,2090.43735635425,2954,0x837704ec8dfec198789baf061d6e93b0e1555da6
Solarbots.io,39944,2087.457704838536,1349,0x8009250878ed378050ef5d2a48c70e24eb2ede7e
ImmortalPlayerCharacter,12000,2055.6611033774634,4019,0x011c77fa577c500deedad364b8af9e8540b808c0
DopeApeClub,10000,2044.96958194056,2853,0x4b570b636e4f744199ec82f52d69b08b394ab850
Mobland Genesis SYNR Pass,424,2034.5263989900016,343,0x6f24a2a5ecfffb0610f69929e9aa7fcef441897a
the#boi,46,2001.0465148195212,515,0xe03e4721c75188de6dd9ccf4fc0eb7c81399e305
Tom Sachs: Rocket Factory - Rockets,907,1990.5113758511984,508,0x6b00de202e3cd03c523ca05d8b47231dbdd9142b
HENI: Damien Hirst - The Empresses,1383,1977.98137998159,672,0x3bf99d504e67a977f88b417ab68d34915f3a1209
Finiliar,10000,1965.74567598712,1830,0x5a0121a0a21232ec0d024dab9017314509026480
FVCK_AVATAR//,9267,1943.9973651434,4110,0x10cdcb5a80e888ec9e9154439e86b911f684da7b
Bulls and Apes Project - Genesis,10273,1940.19673030911,1584,0x2cf6be9aac1c7630d5a23af88c28275c70eb8819
Genesis Box,24000,1938.34688980758,5678,0xb75f09b4340aeb85cd5f2dd87d31751edc11ed39
Guardians of the Metaverse,10000,1935.7086826554646,3166,0x62cdaf466511888792c8c413239baa70f57f1654
Relics Pass,1000,1935.22837034628,771,0x1ecfdccf97edd64fb73890ca4541f306456a21ec
Gents Croquet Club,975,1931.2634887990014,694,0x9d6a7159e5accfc6520932f0f81a47e2ffd349a3
VividLimited,8888,1851.59527917773,3649,0x497b54355043e7a0d06bf5e3c20cecf859fcc0a8
Space Riders NFT,8888,1849.80245612664,3031,0xc9d198089d6c31d0ca5cc5b92c97a57a97bbfde2
Global Citizen Club,8888,1818.4602159395445,3491,0x5c211b8e4f93f00e2bd68e82f4e00fbb3302b35c
Okay Bears Yacht Club,7777,1809.35703568207,2879,0x4becbdf97747413a18c5a2a53321d09198d3a100
DASK - Dead Army Skeleton Klub,6969,1782.0927797278584,1677,0x19d84b2a4b21910339af097a1bddb48682d6f47d
Supreme Kong,2000,1781.05710996348,657,0x12787526c03d626aac88e6edc4d0fb930d86c631
Cryptowalkers-Official,6545,1775.89656281767,1982,0x258aeac01672e6857972707fc129a6a39d09758b
Nickelodeon: Rugrats & Hey Arnold! (ETH),4856,1743.61822178225,2167,0x223e16c52436cab2ca9fe37087c79986a288fffa
LaserCat NFT,520,1735.4577110221308,49,0x08ba8cbbefa64aaf9df25e57fe3f15ecc277af74
DarkEchelon,520,1729.8902245814486,503,0x6fc3ad6177b07227647ad6b4ae03cc476541a2a0
Meta Mansions by KEYS,8888,1702.35697612398,1452,0x2dd3773401485fcff077a99e2f6a40c22ee6966e
Never Fear Truth  by Johnny Depp,3850,1699.84498721156,2134,0x06b3fcc9e79d724a08012f0b9f71bd03b415d334
MetaSniper,750,1680.33660008958,742,0xb336ae11e840e8d38d1453fd3d876cf4797f6716
Dreamland Genesis,10000,1660.7941226268745,4070,0xe26f2c3547123b5fdae0bfd52419d71bdfb0c4ef
Tripsters Official Collection,5555,1649.76444490837,2032,0xc7457f480416e145093edb355f626faa0fc7f90e
Cyber Turtles Genesis,5555,1642.41843180638,276,0x99ecdf17ded4fcb6c5f0fe280d21f832af464f67
The Artieverse,4491,1630.75025012888,1265,0xea917326e8a95299c02655fe947962c43a11487f
Tableland Rigs,3000,1617.08334313778,1410,0x8eaa9ae1ac89b1c8c8a8104d08c045f78aadb42d
HUXLEY Robots,1000,1605.1899879069103,540,0xbeb1d3357cd525947b16a9f7a2b3d50b50b977bd
YOU THE REAL MVP,420,1586.1943338687006,283,0x6efc003d3f3658383f06185503340c2cf27a57b6
Sheet Fighter,8888,1578.9011234528373,1016,0x0c734134d68adbc6eeeb7477f77409fdf7bc9dee
Moon Ape Lab Genesis,8000,1567.87178442648,1171,0x34c4eba1966b502dfcf0868b6f271d85cc8a2312
DrugReceipts,10000,1561.048439775446,3328,0x00ea2894fe840f105ab99a8f8f75b1f17e94843a
Angry Pitbull Club,10050,1556.32388334194,4889,0x05fee3b8e939acbb4e8073d784e3ec0977509770
Rags to  Richie by Alec Monopoly,3333,1550.00462318333,1593,0x3e7fc44e25c07be3d67c241e6e59cb838df2f892
Gunslingers Collection,7777,1548.6125512744081,3313,0x7350271594848ab8c0371ef4afeef199c69c3e05
VOX Collectibles: The Walking Dead,7677,1535.48610992987,2986,0x338be3d8d0209815601e72f7a04ac7f37d61564b
KINGSHIP,5000,1526.24866279307,1791,0x9f83b08d90eeda539f7e2797fed3f6996917bba8
Neo Tokyo Punks NFT,2222,1505.87243168099,1206,0xa65ba71d653f62c64d97099b58d25a955eb374a0
3LAND INVENTORY,12,1494.5396998278318,6825,0x1f8483664620ff1278f4c1b0d11e4d7daa11a035
OFFICIAL WAGMI ARMY,9999,1483.0368065009,2084,0xc86664e7d2608f881f796ee8e24fa9d4d7598406
THE REBELS by House of Kalinkin,10101,1476.669746914042,4217,0x98ce7effebd16f58c7dd48fe842316cd1ca0be4b
Synthetic Dreams by Refik Anadol,1000,1476.43306910515,547,0x183368d767b299681fdf660233e39f9f8cf8be3a
Shonen Junk Official,9001,1470.57713013056,1969,0xf4121a2880c225f90dc3b3466226908c9cb2b085
Queens+Kings,6900,1462.0843607448928,2353,0xbb869f884186c3cba0ffa89ab84980cb86f8744d
Sipherian Flash,10089,1450.51489879987,3629,0x09e0df4ae51111ca27d6b85708cfb3f1f7cae982
TheWhitelist.io - Aces,10000,1448.133199894323,3729,0xb3b814ccd178de120687a9ad01c6886c56399198
Impostors Genesis UFOs,9226,1445.67961240563,4191,0xc31085b262b3d57c649f8747e4f083685697176e
Wonky Stonks,8736,1431.6841637176,4431,0x518ba36f1ca6dfe3bb1b098b8dd0444030e79d9f
PLUR Official,8585,1429.63346922306,1940,0x8e37ddc122cc8af0a47785d060e091d1fbd94941
Kith Friends,12,1423.0169052256706,2502,0x130cfab3817467f532c179d4e6502f5a7e7d44c7
Murakami Lucky Cat Coin Bank,10406,1421.67947357173,5828,0xdedf88899d7c9025f19c6c9f188deb98d49cd760
APIENS,4229,1421.22558996504,704,0xcf8896d28b905cefd5ffbddd5dbfa0eeff8d938b
Chubbiverse Frens,8888,1414.06707813167,2590,0x42f1654b8eeb80c96471451b1106b63d0b1a9fe1
Project 0xD38,10000,1412.6943935092377,2943,0x34b09150783499056b2e04a94c25814fe6ac1c7b
"""Crypto Packaged"" GOODS - Genesis Passes",11,1412.3556,315,0x837b40be9ce60c79b63d1356a5f9fcad721421ec
CryptoPhunks,10000,1396.01628884667,2700,0xf07468ead8cf26c752c676e43c814fee9c8cf402
THE BAPESCLAN GENESIS I,2300,1379.6253035985,174,0x8ce66ff0865570d1ff0bb0098fa41b4dc61e02e6
Non-Fungible Fungi Genesis,100,1378.3263888888896,72,0x5f47079d0e45d95f5d5167a480b695883c4e47d9
Stickmen Toys,5000,1366.04525678682,3114,0x2a459947f0ac25ec28c197f09c2d88058a83f3bb
The Uncanny Country Club,5000,1352.87626855791,1435,0xf4eac65bbc94e3be2e3674992c31781032a6d793
Wilder Beasts : Wolf,3333,1332.48635926288,1338,0x1a178cfd768f74b3308cbca9998c767f4e5b2cf8
Ultiverse - Electric Sheep,7000,1321.88952978987,2669,0x3fd36d72f05fb1af76ee7ce9257ca850faba91ed
DAPE: Genesis,2444,1313.4300768856692,1012,0xacecb5d0b8c1b74a8745733dbe458a1546e32096
y00ts Yacht Club,10000,1312.28876157538,3292,0x705b9dbd0d5607beafe12e2fb74d64268d3ba35f
Shellz Orb,8061,1307.97350464112,2682,0xe17827609ac34443b3987661f4e037642f6bd9ba
Flowtys,10000,1306.7347282945082,3493,0x52607cb9c342821ea41ad265b9bb6a23bea49468
Mad Meerkat Burrow,777,1303.381128677,424,0xce17f8ef13cf67da6eab86e31360102eea8609ff
Psychedelics Anonymous Psilocybin,4158,1295.43428723818,474,0x11ca9693156929ee2e7e1470c5e1a55b413e9007
PG: GENESIS,333,1275.34,54,0x9ada21a8bc6c33b49a089cfc1c24545d2a27cd81
Floppy Collection,10001,1271.2491369518536,4333,0x55451e74a3dd670789cbb63748550fe009f0b9e2
OCM Karma,3747,1265.29347849628,2630,0x86cc280d0bac0bd4ea38ba7d31e895aa20cceb4b
GoblinAi,10000,1262.1300271598,2452,0xc2189a47ac4e3d4c34c848b96eea704609be2ece
MEGAMI_NFT,9702,1254.86684170147,4009,0xce6e3a14b5f8ce2b05af0f117dc922769779aa3b
Metakages Official,3000,1252.588519482689,1308,0xb5f8ca23320ad5bd6d5263bfa008b4dbeab4f0d2
Japanese Born Ape Society,4457,1249.83610728677,1207,0x2120d19431e0dd49411e5412629f8e41a72cfabd
Pirates of the Metaverse by Drip Studios,10000,1249.20287577304,2644,0xe75113d4a417c2d33c67fb127b419e5f47c5d62c
BAPES FUTURE,10000,1248.29068992379,637,0xc67b9897d793a823f0e9cf850aa1b0d23e3f8d09
CubeX Official NFTs,10000,1233.38647733284,1400,0x92c93fafc20fe882a448f86e594d9667259c42c8
NounPunks.eth,9969,1230.2856460022172,4204,0xe169c2ed585e62b1d32615bf2591093a629549b6
The Plague NFT,11000,1227.37591672503,1653,0x8c3fb10693b228e8b976ff33ce88f97ce2ea9563
Look Labs - 420 Buds,19800,1219.1835857293001,1148,0xebbd75122a9e292b5205d9a374b5ea2c1933f903
Forgotten Runes Warriors Guild,16000,1215.31848721167,3714,0x9690b63eb85467be5267a3603f770589ab12dc95
Beyond Earth Land,5707,1214.42319193039,1892,0x28c6ea3f9cf9bc1a07a828fce1e7783261691b49
TCG Dragon Cave Club,10000,1209.97473668103,2696,0x77654e7e579b3c817a3672c1c66c050058b92b85
SMOWL,4201,1199.9300087169,1346,0x03b8d129a8f6dc62a797b59aa5eebb11ad63dada
Theirsverse Official,5500,1198.46803572292,1480,0x249aeaa7fa06a63ea5389b72217476db881294df
UNSEEN UNIVERSE Official,7000,1197.9427033494433,4242,0xff1f1a1125184c5ad03a508ee210dc5ef3741b09
Baby Doge Army,10000,1187.91429378887,3161,0xd9f092bdf2b6eaf303fc09cc952e94253ae32fae
CATBOTICA,12000,1184.65628485194,1819,0x25e5e2b4b8f11c32cdd48c2fb394fbda9a2861f7
Mirakai Scrolls,9454,1159.4782317627457,2046,0xd186db306f8bbdd515663e3880b2a94c16fa58b2
Encryptas,10000,1150.190365563567,3799,0x6391a41819c699972b75bf61db6b34ef940c96f0
Pudgy Rods,7399,1147.61499649357,3140,0x062e691c2054de82f28008a8ccc6d7a1c8ce060d
The Psychonaut Ape Division,7777,1143.08582026148,2210,0xd7ac080800566d42ab9789a99b7ed0dd5ecbe594
Etherjump Plots,5555,1136.1385037196615,1637,0xd2669aefca82e23d1b0a94459deafd656f6b719a
Neo Tokyo Outer Citizen,3665,1133.5756535085,3335,0x9b091d2e0bb88ace4fe8f0fab87b93d8ba932ec4
Moodies by Hanuka,7401,1129.78584661861,2398,0xda4c9ffb9a96ef44865114be4af25004f0ee385d
Anime Metaverse: Soulmates,5000,1128.01755616877,274,0x68cd21d362c2dae66909afd810e391fa152b2379
NFT Sensei Lifetime Access,1559,1119.66258935322,1318,0xe6160325a53de4deca66e3d88d7e4f25040acce0
Based Ghouls,6667,1105.09790482879,1832,0xef1a89cbfabe59397ffda11fc5df293e9bc5db90
Mooncatz,5555,1104.0632268833783,2582,0x12b180b635dd9f07a78736fb4e43438fcdb41555
Streetlab Genesis,4444,1095.45870013946,1898,0x165a2ed732eb15b54b5e8c057cbce6251370d6e8
Candy Hunters,10000,1094.4429655805502,4172,0x89c9c2e4ebeff6903223b062458e11e56636f838
Super Shiba Club,10010,1079.26075822213,2986,0x48c58b8496642bc4c860c7efc13813b73aa674f7
MonkeVerse,3333,1072.3541628468524,1529,0x262f103bb7ab38c6e4dcd848586dfebe0bde2959
Shattered Eon Colonists,32239,1059.54139862936,1281,0xc799f57355677a19b91c722734743215513dece5
Dirtybird Flight Club,9090,1052.8497229726154,3563,0xa45ef87f51b84dbd0d5b003d288b16d3d044fe6f
CNP Jobs,11111,1049.94068553849,3093,0xfe5a28f19934851695783a0c8ccb25d678bb05d3
grumpls,3828,1047.90147190999,2131,0x529574d1affef7cf347cdd02b91efd2c00bb773b
ThorGuards,9999,1047.7403740868444,3104,0xa98b29a8f5a247802149c268ecf860b8308b7291
Fudders,6464,1043.8915773088238,2698,0xba60f470f16654ec79f0d1b2f1c0c12390107a56
Jadu AVA,11111,1033.79758359031,3752,0x86fc6f6c6702cef7d3bae87ef41256715416db71
The Americans NFT,10000,1028.7559393002864,2201,0x4ef3d9eab34783995bc394d569845585ac805ef8
FoxyFam,3333,1027.9135711763113,1338,0x444467738cf0c5bcca9c1d6f66670f4c493e53ff
Roo Troop,5503,1021.68843110741,1672,0x928f072c009727fbad81bbf3aaa885f9fea65fcf
G.I. Toadz,6969,1006.1818368702,2523,0x846716328715a312efd0d89c43938bb5c9f342d6
Chains NFT,10000,1005.46470440201,2744,0x9b293020d3802c80b023d4b6965ab5e59bc971e2
GM GN Industries by Degen Toonz,2,992.947356369984,1096,0x390416ae4324494338293974ee6388e777fac34b
JPunks: OG-Rex,7777,984.050516472915,2519,0x325bad883b4e9a35277e99902d94dd18186ae219
Undead Blocks Genesis Weapons,2580,979.722344142212,1581,0x80dbbdcb4280030fb22e2a9d671a368211d49d6e
xmfers,6969,979.1774675104532,2536,0xb156adf8523fdc6152affdba076a2143fd7e3c69
Castaways - The Raft,100,978.9936999000003,71,0x6af88a2b51d37dd80b59cda3aaac55ee34c6ea07
EZU,15000,964.7563638605,5971,0x6b8281df97604eeae4b9e0d26e667507eb301e91
AneroVerse Official,6334,955.4161898639446,1919,0x926baa7445d56d5e8632046409cdc7d5844ce344
The Phoenixes by Habit Nest,8888,954.907337974295,2758,0x29d7ebca656665c1a52a92f830e413e394db6b4f
Cheers UP Official,3857,951.559760421663,1555,0x3113a3c04aebec2b77eb38eabf6a2257b580c54b
Doge Army by ShibaDoge,10000,940.76070778433,1121,0x21177c97be40b52b002fbee000a03212708bcf47
Women Unite - 10k Assemble,6815,923.250739300288,1524,0xbee7cb80dfd21a9eaae714208f361601f68eb746
We All Survived Death,10000,918.910641377178,2756,0x27013d274aa60c6e6883aa2130e8b01249eb11d4
Internet Game Token,8000,914.2108382262477,961,0x4e1bb01ee7a835629d15cfc43d0c7feeede18353
"SYLTARE, Dawn of East",10000,910.871761499004,600,0xff80bd43e3f0e414afc70cb8ac1d3f0e6a303a2f
Steady Stack Titans Official,2125,897.369235879999,912,0x916c6af08bf922eaf80c05975886c0a421c78a35
Roborovski NFT Collection by SYA Concept,7777,870.701698501707,3898,0x4ceb477a068350bc652cabff127f87ad874b11f9
Onigiri Pepes,6198,857.710724988608,1433,0xd6f75a20aa64634743d40fafa88473020302c530
AV Yacht Club,10000,851.1691285915126,2741,0x69dafb15ae5d8fa732829c64fd330ebfaa25b0e4
The Dreamers,14070,848.1217491968943,4181,0x10064373e248bc7253653ca05df73cf226202956
Zooverse Genesis,444,844.4375382296878,143,0x73382b19fe136907e9fd4cb1d55228237566324c
Ey3k0n First Edition,10000,836.460611255822,2054,0x1c410e4c1701f88a2a504f4506251624e8166419
Kanpai Pandas,5988,836.371631047965,1642,0xacf63e56fd08970b43401492a02f6f38b6635c91
FULL SEND X Alien Frens Official,1001,835.641924354033,750,0xc670a0f9a2b3ab4e2ba6a474c63d157ed65bf205
posersnft,5000,835.122933514252,2254,0x02beed1404c69e62b76af6dbdae41bd98bca2eab
Moonbears NFT,3522,834.4998525128592,1504,0x3b8420eb6ef77bc25025b32d8205cde2683f979e
Project Ririsu,5555,817.611207947705,2023,0x8d6238920d9a54bf048436d4119475a002d51fd6
Planktoons,4444,812.2813382059037,1907,0xa411c5fbf61dde466ed9b1f0120058231aa0a509
Alien Frens Incubator,1,810.15673513244,3686,0x9c8882c6b3e40530cdbce404eef003443b1e455a
Galaxy-Warriors,9999,808.275453158736,3510,0xdfb22066b609da04eddd6bda885b18d0b2153150
Probably Nothing Genesis,7676,806.783741867814,4188,0xb9aecb63908c13b6167ad2eab9bacd7e0daba78a
Exclusible Alpha,3000,800.4584155280038,1333,0x4613becf8acb9e5adc4db994c2007769f37d3504
Todd James Art Party Official,1533,793.475696890002,782,0x3cf69c6e77b1cf77f6bd41f4497ada96646f66a1
MetaSamurai - OFFICIAL,3333,791.468157000389,1081,0x79f1c4cf7266746698e91034d658e56913e6644f
edo2022,2022,784.458379579698,1075,0x470c41dedfb43460991016dac017a9c00fdebe15
FLUF World: EGGs,8927,783.723842173334,2812,0x575ec01a9e70bf3e192a774eb265c46ec993e4cc
Bad Influence 0x,4000,776.996206139026,1223,0x54f9c72d128b4bbc7ff7564cbe0f193aba7bb146
MysticsUniverse,5000,775.457985831068,3004,0x6d19568a959fcb4211852f6472d3df7b67c6cd54
Asprey Bugatti La Voiture Noire Collection,261,772.69879999,208,0xb92b8d7e45c0f197a8236c8345b86765250baf7c
Space Yetis Official,3333,770.1832029032322,1049,0x33a39af0f83e9d46a055e6eebde3296d26d916f4
BagnerWTF,6969,767.368693167329,2478,0x5bdf47c6691edf5d2e5f7a156324d88e1478fca6
WarKittens Genesis,9500,765.7350871308671,2745,0xc4771c27fb631ff6046845d06561bf20ef753dab
The Blitnauts,1512,760.327912587103,623,0x448f3219cf2a23b0527a7a0158e7264b87f635db
Frenly Pandas,10000,760.0796536928542,3218,0x4bb08998a697d0db666783ba5b56e85b33ba262f
Casual Sloths Official,4444,757.663454956382,1572,0x4d5ad9198f71f23bd002ef8445a1a8cf2932c744
The Cryptoids,1000,756.3107844878998,703,0x1427db973f9428d8a9211e177d9e53b21f314bcd
Lasogette,7777,754.251952104377,1681,0xe90d8fb7b79c8930b5c8891e61c298b412a6e81a
Anomura Mystery Bowl,2000,748.872381998782,869,0xe2ddf03ba8cdafd2bb4884e52f7fb46df4fc7dc1
De-Generations: S,6756,743.187499124416,1981,0xf34a7223a6ffd99369d4d05a3a6bb215e9570c54
Gangster All Star Evolution,7777,741.426058662548,3202,0xa9ba1a433ec326bca975aef9a1641b42717197e7
Ethalien,7500,736.7587333290867,1836,0x56b391339615fd0e88e0d370f451fa91478bb20f
VR Future Genesis,7777,736.0048612687298,2628,0xb61f06bd84b81f7619e5cbcabc0dce53199eb7a2
Satoshi Island Land NFT Deeds,7,734.466736738699,1863,0x2e00f977d778787d65bd303ada2fde472c1d9158
Lil Nouns,5785,726.032699100911,2015,0x4b10701bfd7bfedc47d50562b76b436fbb5bdb3b
CrudeBorne Eggs,10000,718.478309194069,1876,0x6c5a06ae6b773457480c12f12c2fb22627507a3a
"Life goes on, META KONGZ",4306,716.603972786799,1376,0x5f8f3d8ff1d529e88f1d68bb00b2be47f086501b
Spells*,3342,716.278986404282,1065,0x7fef3f3364c7d8b9bfabb1b24d5ce92a402c6bd3
Minimen Official,3333,710.654453395382,1702,0xa55d6016065fd576e64f3081cd64e1dd3a0488da
V3 Punks,10000,709.5339322800171,1996,0xd33c078c2486b7be0f7b4dda9b14f35163b949e0
Impostors Genesis Pets,8504,707.569867188162,3954,0xec7f8a34b97ac65caad3841659f2cd54285a3950
